"","X","id","institution_code","star","flag","scientificName","collectors","collectors_parsed","collector_number_prefix","collector_number","collector_number_suffix","early_julian_day","late_julian_day","verbatim_date","county","elevation","locality","locality_parsed","geocoded","longitude","latitude","datum","georeference_source","township_range_section","error_radius","error_radius_units","current_name","current_name_binomial","current_genus","current_species","clade","dataset","cloned_geocode","jepson_flag","flagged_record_corrected","maxent_index","naturalised","cultivated","possible_mislabel","exclude_species","jepson_flag_october","new_flag","exclude_clade","x_epsg_3310","y_epsg_3310","Tave_wt","Tave_sp","Tave_sm","Tave_at","Tmin_wt","Tmax_sm","PPT_wt","PPT_sp","PPT_sm","PPT_at","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD5","DD_0","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","year","aet","cwd","cwd_gs","pet","ppt","soil_mean","soil_min","srad","swe_max","tmax","tmin","vpd_max","vpd_spr","vpd_gs"
"645",7806,"UCD45691","","","","Quercus douglasii","Ernest C. Twisselmann","Ernest C. Twisselmann","","11683","","10/5/1965","10/5/1965","10 05 1965","Kern","1800 ft.","   Don's Canyon, a fork of upper Cedar Canyon, Kern County. Elevation: 1800 feet. California juniper association","Don's Canyon, a fork of upper Cedar Canyon, Kern County. Elevation: 1800 feet. California juniper association","yes",-120.0120611,35.52505833,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.319914474,NA,NA,NA,NA,"no",NA,NA,-1092.72604268871,-276878.38361164,8.6,14.1,24.2,17.5,3.3,32.7,119,62,2,47,16.1,25.6,8.2,17.4,230,16,113.6,1632.2,4098,26,338,54,342,288,1,-11.5,43.3,1323,1094,17.9,59,1965,316.5,1166.4,167.266666666667,1482.8,423.6,16.0833333333333,4.6,209.308333333333,0,35.1,0.900000000000006,2.53,1.125,1.84833333333333
"646",7809,"UCD45689","","","","Quercus douglasii","G. L. Stebbins, jr.","G. L. Stebbins, jr.","","3590","","10/14/1945","10/14/1945","10 14 1945","Contra Costa","","   Northeast side of Mt. Diablo. Beside barn on road to old quicksilver mine","Northeast side of Mount Diablo. Beside barn on the road to old quicksilver mine","yes",-121.9116639,37.88146389,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.116671125,NA,NA,NA,NA,"no",NA,NA,-167903.414289396,-13303.7677270626,8,12.1,20.8,16.1,4.1,28.3,293,143,7,144,14.2,22,7.4,14.7,587,26,41.3,839.9,3426,32,343,48,347,299,4,-10.1,40.8,1097,786,19.1,65,1945,454.3,862,129.883333333333,1316.4,804.8,63.825,17.2,196.016666666667,0,30.4,3.5,1.84,0.785,1.33333333333333
"647",7810,"UCD45684","","","","Quercus douglasii","John M. Tucker","John M. Tucker","","385","","8/28/1941","8/28/1941","08 28 1941","Contra Costa","","   Beside road up Curry Canyon, 6 miles south of junction with the road from Clayton to Byron, Contra Costa County, California","Beside road up Curry Canyon, 6 miles south of junction with the road from Clayton to Byron, Contra Costa County, California","yes",-121.9070528,37.85381111,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.10547997,NA,NA,NA,NA,"no",NA,NA,-167560.301471879,-16385.3767637014,8.2,12.3,20.6,16.3,4.3,28.5,285,140,7,138,14.4,21.8,7.5,14.3,570,25,42.7,867.3,3464,30,344,46,349,303,4,-10.1,41.4,1124,812,19.1,64,1941,441.3,863,129.366666666667,1304.4,728.7,62.1333333333333,16.4,195.316666666667,0,30.3,3.7,1.77,0.785,1.3
"648",7811,"UCD45687","","","","Quercus douglasii","M. Wiesendanger","M. Wiesendanger","","1493","","4/1/1926","4/1/1926","04 01 1926","Napa","","   Blue Oak","Blue Oak","yes",-122.2341,38.3143,"WGS84","GoogleMaps via BerkeleyMapper","",350,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.065108176,NA,NA,NA,NA,"no",NA,NA,-195084.716023965,35418.6255624476,8.5,13.8,21,16.5,3.7,29.7,366,153,7,153,15,21.8,7.6,14.2,679,25,36.7,880.3,3676,27,340,53,341,289,4,-11.4,41.4,1224,880,16.6,59,1926,474,822.2,123.7,1296,763,91.0166666666667,24.2,192.475,0,30.2,3.2,1.57,0.88,1.26333333333333
"649",7812,"JEPS111964","","","","Quercus douglasii","D. G. Kelch","D. G. Kelch","4.344","","","9/2/2004","9/2/2004","2-Sep-04","Contra Costa","22 m","   Martinez - West: Ozol Rock and Scenic Drive East of Ozol","Martinez - West: Ozol Rock and Scenic Drive East of Ozol","yes",-122.164444,38.026943,"WGS84","GPS","",100,"meters","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.09574267,NA,NA,NA,NA,"no",NA,NA,-189732.540531637,3341.72420686856,8.7,13.8,19.8,16.1,3.8,27.6,263,120,4,115,14.6,20.3,7.7,12.6,502,17,49.1,1207.4,3545,26,342,48,342,295,3,-11.4,40,1165,839,16.6,61,2004,443.6,862.2,127.033333333333,1305.9,613.6,79.35,21.3,194.008333333333,0,28,4.2,1.36,0.81,1.12
"653",7828,"POM2109","","","","Quercus douglasii","W. R. Dudley, F. H. Lamb","W. R. Dudley, F. H. Lamb","","4470","","1896-6-12","1896-6-12","Jun 12 1896","Kern","","   Castac Lake","Castac Lake","yes",-118.8430556,34.83472222,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.139735866,NA,NA,NA,NA,"no",NA,NA,105751.084209551,-352892.369933053,6.2,11.5,22.1,15.1,0.8,31.6,163,95,6,60,13.7,23.6,5.8,17.7,324,26,73.3,898.6,3295,51,300,102,316,215,5,-16.6,43,1317,1031,19.1,55,1896,301.2,1126,153.616666666667,1427.2,347.1,21.8,7.7,213.525,0,29.7,1.3,2.05,0.83,1.46
"654",7829,"UCR169246","","","","Quercus douglasii","Randall T. Schuh, Cassis, Schwartz, Weirauch, Wyniger, Forero","Randall T. Schuh, Cassis, Schwartz, Weirauch, Wyniger, Forero","-21","121","","5/22/2004","5/22/2004","May 22 2004","Kern","836 m","  Southern Sierra Nevada Mtns east of Caliente on Caliente Creek Road, Twin Oaks, Site L21","Southern Sierra Nevada Mountains east of Caliente on Caliente Creek Road, Twin Oaks, Site L21","yes",-118.42306,35.30694,"","Collector GPS","",1000,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.487547489,NA,NA,NA,NA,"no",NA,NA,143265.843382542,-299912.603658619,7,12.9,24,16.1,0.9,31.4,120,70,11,55,15,25.7,6.3,19.4,257,26,97.3,973.1,3727,41,312,83,322,238,2,-16.7,41.9,1260,1006,18.5,59,2004,250.9,1384.3,180.55,1635.2,265.6,13.6166666666667,8,216.833333333333,0,32.5,0.700000000000003,2.41,1.095,1.78166666666667
"657",7835,"JEPS37396","","","","Quercus douglasii","Willis L. Jepson","Willis L. Jepson","","1724","","8/6/1901","8/6/1901","Aug 6 1901","Napa","","   Howell Mt. grade Napa River Basin","Howell Mount grade Napa River Basin","yes",-122.4596,38.5646,"WGS84","Geolocate (copied from GH343095)","",6.75,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.129778992,NA,NA,NA,NA,"no",NA,NA,-214049.730496963,63720.3637127616,7.9,12.5,20.9,15.7,3.3,29.8,523,213,9,230,14.3,22,7.2,14.8,975,36,24.9,604.9,3443,33,333,68,337,269,8,-11.8,41.3,1190,815,18.3,59,1901,506.6,767.7,117.6,1274.2,938.7,107.433333333333,29.4,192.166666666667,0,31.4,2.8,1.74,0.875,1.34666666666667
"662",7840,"JEPS37390","","","","Quercus douglasii","W. L. Jepson","W. L. Jepson","","","","1898-10-18","1898-10-18","Oct 18 1898","Contra Costa","","   Deer Flat Mt. Diablo","Deer Flat Mount Diablo","yes",-121.93194,37.88861,"","Biogeomancer","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.094235525,NA,NA,NA,NA,"no",NA,NA,-169667.853065992,-12473.4227045528,8.2,12.4,20.5,16.2,4.2,28.4,282,137,6,135,14.3,21.6,7.5,14.1,560,24,43.4,884.5,3458,30,344,46,348,302,4,-10.1,41.1,1122,812,17.8,64,1898,463.2,855.6,128.716666666667,1318.6,816.6,66.525,17.8,195.558333333333,0,30.2,3.7,1.81,0.785,1.32
"663",7844,"CAS393819","","","","Quercus douglasii","J. M. Tucker","J. M. Tucker","-1883","25","","9/26/1948","9/26/1948","26-Sep-48","Kern","","   in San Emigdio Canyon, 6.5 miles (by road) above head-quarters of San Emigdio Ranch","in San Emigdio Canyon, 6.5 miles (by road) above head-quarters of San Emigdio Ranch","yes",-119.1531,34.8967,"WGS84","GoogleEarth (copied from CAS393817)","",800,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.142557325,NA,NA,NA,NA,"no",NA,NA,77350.7497205949,-346311.504019207,5.5,10.3,20.8,14.1,0.1,28.5,149,88,4,58,12.7,22.3,5.2,17,299,24,75.8,937.7,2940,62,288,116,314,198,6,-18.1,40,1185,914,18.4,59,1948,355.2,988.4,138.366666666667,1343.6,463.6,27.725,8.1,213.208333333333,0,27.9,0.900000000000006,1.79,0.71,1.26666666666667
"666",7848,"JEPS37493","","","","Quercus douglasii","Miss Frida Niedermuller","Miss Frida Niedermuller","","","","9/7/1908","9/7/1908","Sep 7 1908","Napa","","   St. Helena","Street Helena","yes",-122.4667,38.5036,"WGS84","Geolocate (copied from SBBG3092)","",2,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.077130987,NA,NA,NA,NA,"no",NA,NA,-214843.876506896,56957.9870656012,8.5,13.8,21.5,16.4,3,31.3,485,184,7,197,15,22.3,7.6,14.7,873,28,28.7,790.3,3706,27,331,68,333,265,5,-12.6,42.6,1299,922,16.6,54,1908,493.9,798.8,120.933333333333,1292.8,792.3,104.366666666667,28.2,192.025,0,31.5,2.60000000000001,1.67,0.915,1.32666666666667
"667",7861,"JEPS37330","","","","Quercus douglasii","W. L. Jepson","W. L. Jepson","","2435","","6/3/1904","6/3/1904","Jun 3 1904","Napa","","   St. Helena to Howell Mt.","Street Helena to Howell Mount","yes",-122.4551,38.5514,"WGS84","Geolocate (copied from CAS386546)","",1.85,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.095308734,NA,NA,NA,NA,"no",NA,NA,-213696.191976178,62243.4082690263,8,12.9,21.2,15.9,3.1,30.3,510,205,9,220,14.5,22.2,7.2,15,943,34,26,653.5,3520,32,331,69,335,265,7,-12.4,41.8,1225,850,18.1,58,1904,510.3,739,113.933333333333,1249,1033.7,108.258333333333,28.9,192.525,0,30.8,3.10000000000001,1.73,0.825,1.31666666666667
"672",7866,"CAS519988","","","","Quercus douglasii","Ernest C. Twisselmann","Ernest C. Twisselmann","","11683","","10/5/1965","10/5/1965","5-Oct-65","Kern","1800 ft","   Don's Canyon, a fork of upper Cedar Canyon","Don's Canyon, a fork of upper Cedar Canyon","yes",-120.0328,35.5256,"WGS84","GoogleEarth (copied from CAS509472)","",5,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.284224842,NA,NA,NA,NA,"no",NA,NA,-2971.63297950751,-276817.773003852,8.7,14.1,24.3,17.5,3.3,32.7,119,65,2,48,16.1,25.6,8.2,17.3,235,17,111.1,1510.2,4111,25,338,54,342,288,1,-11.4,43.4,1326,1090,18.1,59,1965,316.5,1166.4,167.266666666667,1482.8,423.6,16.0833333333333,4.6,209.308333333333,0,35.1,0.900000000000006,2.53,1.125,1.84833333333333
"674",7873,"UCD121176","","","","Quercus douglasii","Ellen Dean, G. Golden, C. Loughran, PLB 102 interns","Ellen Dean, G. Golden, C. Loughran, PLB 102 interns","","7356","","5/5/2012","5/5/2012","05 05 2012","Napa","1367 ft.","   Napa County: East of Las Posadas Rd. California Dept. of Forestry's Las Posadas State Experimental Forest, east of the town of Angwin. NE Part of property. Ridge to the north of Recreation Flat area along undeveloped road","Napa County: East of Las Posadas Road California Department of Forestry's Las Posadas State Experimental Forest, east of the town of Angwin. Northeast of Part of property. Ridge to the north of Recreation Flat area along undeveloped road","yes",-122.40563,38.56388,"NAD83","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.126871578,NA,NA,NA,NA,"no",NA,NA,-209355.974383318,63519.8433799683,7.9,12.7,21.2,15.9,3.2,30.3,505,207,9,223,14.4,22.2,7.1,15.1,944,34,25.9,651.6,3489,33,332,69,336,267,7,-12.2,41.7,1211,837,17,59,2012,492.9,779.8,119.783333333333,1273,942.4,102.25,27.7,192.933333333333,0,31.6,2.60000000000001,1.81,0.87,1.37666666666667
"675",7891,"UCD83395","","","","Quercus douglasii","Jake Ruygt","Jake Ruygt","","2461","b","4/7/1990","4/7/1990","04 07 1990","Napa","440 ft.","   Napa County: Lake Hinman, W of Veterans' Home","Napa County: Lake Hinman, West of Veterans' Home","yes",-122.379,38.392,"WGS84","GoogleMaps via BerkeleyMapper","",181,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.075008997,NA,NA,NA,NA,"no",NA,NA,-207518.298685351,44361.093733402,8.6,14,21.5,16.7,3.5,31.2,445,169,8,178,15.2,22.2,7.7,14.5,799,27,31.5,837.6,3768,26,337,58,339,281,5,-11.7,42.6,1289,925,16.4,56,1990,504.4,786.1,118.816666666667,1290.8,835.2,106.625,29,192.675,0,30.7,2.90000000000001,1.6,0.87,1.27166666666667
"676",8064,"CAS595852","","","","Quercus douglasii","Ernest C. Twisselmann","Ernest C. Twisselmann","","14073","","4/11/1968","4/11/1968","11-Apr-68","Kings","1050 m","   Upper end of Sunflower Valley","Upper end of Sunflower Valley","yes",-120.121,35.8606,"WGS84","Geolocate","",3.262,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.415627361,NA,NA,NA,NA,"no",NA,NA,-10914.9288031281,-239597.021061575,8.5,15.1,24.9,17.5,2.1,34.9,95,56,1,33,16.5,26.4,7.5,18.9,185,15,143.2,1764.3,4235,27,324,73,328,255,1,-14.7,44.7,1475,1289,18,52,1968,216.5,1357,186.933333333333,1573.5,232.2,12.4666666666667,5.8,207.75,0,38,2.2,3.01,1.43,2.24166666666667
"677",8160,"UC1135436","","","","Quercus douglasii","G. T. Nordstrom","G. T. Nordstrom","","342","","2/27/1935","2/27/1935","Feb 27 1935","Ventura","2700 ft","   n side Mouth of Buck Creek; Santa Barbara National Forest, Tejon Quad.","north side of Mouth of Buck Creek; Santa Barbara National Forest, Tejon Quadrangle","yes",-118.8273,34.6553,"NAD27","trs2LL","07N18W31",0.5,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.143973945,NA,NA,NA,NA,"no",NA,NA,107437.50841307,-372790.050426953,7.4,12,22.6,15.9,2.2,30.3,205,99,7,62,14.5,24.2,6.9,17.4,373,28,65.7,859.3,3527,38,323,74,331,256,3,-13.8,42.2,1230,935,17.8,61,1935,325,1103.9,149.3,1428.8,378.9,28.3083333333333,9.9,214.708333333333,0,29.4,2.3,1.99,0.815,1.42
"678",8202,"SBBG44914","","","","Quercus douglasii","R. Hoffmann","R. Hoffmann","","","","10/24/1931","10/24/1931","Oct 24 1931","Ventura","","   Frazier Mtn Park","Frazier Mountains Park","yes",-118.948,34.82,"NAD27","Terrain Nav. v. 8.7","",3000,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.188474113,NA,NA,NA,NA,"no",NA,NA,96177.1366226622,-354638.38970732,3.8,8.7,19.5,12.7,-1.5,27.9,217,114,8,74,11.2,21,3.5,17.4,413,31,51.4,685.7,2527,100,258,132,301,170,18,-21.1,39.7,1162,861,21,57,1931,361.2,949.7,133.183333333333,1310.7,476.2,35.175,10.1,214.9,0.7,26.4,-0.799999999999997,1.72,0.65,1.19166666666667
"679",8243,"UCD45723","","","","Quercus douglasii","G. T. Nordstrom","G. T. Nordstrom","","342","","2/27/1935","2/27/1935","02 27 1935","Ventura","2700 ft.","   Ventura County: north side of mouth of Buck Creek. Altitude 2700 feet","Ventura County: north side of mouth of Buck Creek. Altitude 2700 feet","yes",-118.8224222,34.66699444,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.195550295,NA,NA,NA,NA,"no",NA,NA,107868.245477389,-371486.561077467,7.5,12.3,22.8,16.1,2.2,30.8,189,93,7,58,14.7,24.5,7,17.5,348,28,71,885.8,3597,36,323,73,330,257,3,-14,42.6,1260,970,17.4,60,1935,321.9,1149.1,156.583333333333,1471.1,378.9,26.425,9.6,214.733333333333,0,31,2.40000000000001,2.12,0.925,1.55166666666667
"680",8342,"UCR188879","","","","Quercus douglasii","George K. Helmkamp, E. A. Helmkamp","George K. Helmkamp, E. A. Helmkamp","","13039","","9/30/2007","9/30/2007","Sep 30 2007","Sutter","70 m","  Sacramento Valley Sutter Buttes, 2.3 miles northwest of Sutter on Pass Road","Sacramento Valley Sutter Buttes, 2.3 miles northwest of Sutter on Pass Road","yes",-121.78833,39.18639,"","Collector GPS","",1000,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.043771492,NA,NA,NA,NA,"no",NA,NA,-154336.320271034,131510.622328933,8.2,14.9,24.4,17.1,3.1,34,287,125,8,130,16.2,25.9,6.9,18.9,550,28,47.6,911.9,4119,29,336,58,335,277,4,-13,43.3,1317,985,17.3,57,2007,479.8,988.7,147.133333333333,1468.2,550.2,104.4,32.6,193.416666666667,0,36.4,3.60000000000001,2.73,1.275,2.03166666666667
"681",8359,"RSA134793","","","","Quercus douglasii","P. C. Everett, E. K. Balls","P. C. Everett, E. K. Balls","","23903","","10/20/1959","10/20/1959","Oct 20 1959","Sutter","27 m","   Pennington, north of Marysville Buttes","Pennington, north of Marysville Buttes","yes",-121.794,39.2911,"WGS84","GoogleMaps via BerkeleyMapper","",2.622,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.040496487,NA,NA,NA,NA,"no",NA,NA,-154605.409833326,143154.668066189,8.2,15.4,24.7,17.1,3.2,34.5,272,117,8,125,16.3,26,6.9,19,522,29,50.5,887.6,4186,29,336,57,334,277,4,-12.5,43.7,1336,1015,16.8,56,1959,471.1,976.9,145.416666666667,1447.7,537.2,104.458333333333,32.7,193.575,0,36,3.10000000000001,2.66,1.245,1.97
"682",8405,"UCD140608","","","","Quercus douglasii","Ellen Dean, T, M Starbuck, Davis Botanical Society","Ellen Dean, T, M Starbuck, Davis Botanical Society","","7650","","4/6/2013","4/6/2013","04 06 2013","Sutter","751 ft.","   Sutter County; Sutter Buttes. Dean Ranch. Southwest of North Peak","Sutter County; Sutter Buttes. Dean Ranch. Southwest of North of Peak","yes",-121.78216,39.22895,"NAD83","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.054436551,NA,NA,NA,NA,"no",NA,NA,-153714.994502307,136229.704161544,8.2,14.8,24.5,17.1,3.1,34.1,298,129,8,135,16.2,26,6.9,19.1,571,31,45.8,847.2,4120,29,336,58,335,278,4,-13.1,43.3,1312,979,16.5,57,2013,523.3,926,138.733333333333,1449.4,628.2,121.025,36.5,193.766666666667,0,35.9,3.3,2.69,1.215,1.98166666666667
"683",8440,"UCD63219","","yes","yes","Quercus douglasii","G. K. Helmkamp, E. A. Helmkamp","G. K. Helmkamp, E. A. Helmkamp","","13039","","9/30/2007","9/30/2007","09 30 2007","Sutter","70 m.","   Sutter County: Sacramento Valley. Sutter Buttes, 2.3 miles NW of Sutter on Pass Road","Sutter County: Sacramento Valley. Sutter Buttes, 2.3 miles Northwest of Sutter on Pass Road","yes",-121.7883333,39.18638889,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.043771492,NA,NA,NA,NA,"no",NA,NA,-154336.607360394,131510.504360911,8.2,14.9,24.4,17.1,3.1,34,287,125,8,130,16.2,25.9,6.9,18.9,550,28,47.6,911.9,4119,29,336,58,335,277,4,-13,43.3,1317,985,17.3,57,2007,479.8,988.7,147.133333333333,1468.2,550.2,104.4,32.6,193.416666666667,0,36.4,3.60000000000001,2.73,1.275,2.03166666666667
"684",8702,"DS820385","","","","Quercus douglasii","John H. Thomas","John H. Thomas","","20416","","4/30/1981","4/30/1981","30-Apr-81","Sutter","700-1000 ft","   Sutter Buttes. Huff Canyon - North Butte area","Sutter Buttes. Huff Canyon - North of Butte area","yes",-121.7862,39.2268,"WGS84","GoogleMaps via BerkeleyMapper (copied from DS820208)","",1.506,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.054436551,NA,NA,NA,NA,"no",NA,NA,-154067.91307923,135997.36398048,8.2,14.8,24.5,17.1,3.1,34,300,130,8,136,16.1,26,6.9,19.1,575,31,45.5,843.6,4112,29,335,58,335,277,4,-13.1,43.2,1311,976,16.6,57,1981,523.3,926,138.733333333333,1449.4,628.2,121.025,36.5,193.766666666667,0,35.9,3.3,2.69,1.215,1.98166666666667
"685",8874,"CAS799719","","","","Quercus douglasii","John Thomas Howell","John Thomas Howell","","54630","","10/14/1981","10/14/1981","Oct. 14, 1981","Sutter","","   Oak Hill Ranch, south side of Sutter Buttes","Oak Hill Ranch, south side of Sutter Buttes","yes",-121.7930556,39.1458333,"","copied from CAS901360","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","yes","no",NA,0.049298444,NA,NA,NA,NA,"no",NA,NA,-154829.3403842,127011.747698068,8.2,15.3,24.5,17.1,3.2,34.2,260,114,7,118,16.3,25.7,6.9,18.8,499,26,52.6,1004.9,4159,29,336,56,334,278,3,-12.5,43.7,1332,1018,17.1,56,1981,428.4,1011.6,149.983333333333,1440.2,481.9,87.5666666666666,28.2,193.441666666667,0,35.5,3.3,2.49,1.275,1.905
"686",8890,"CHSC47415","","","","Quercus douglasii","Lowell Ahart","Lowell Ahart","","1246","","4/5/1977","4/5/1977","04 05 1977","Sutter","800 ft","   On the south side of the South Butte","On the south side of the South of Butte","yes",-121.82,39.185,"NAD83","Coordinates added by herbarium","",2,"mi.","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.079139039,NA,NA,NA,NA,"no",NA,NA,-157072.134705626,131408.181662349,8.1,14.8,24.4,17.1,3.1,33.9,282,120,8,128,16.1,25.8,6.9,18.9,537,28,48.6,935.5,4098,30,335,59,335,276,4,-13,43.3,1312,987,17.2,57,1977,487.8,971.4,145.033333333333,1458.9,578.1,104.466666666667,31.2,193.183333333333,0,36.2,3.40000000000001,2.72,1.245,2.01833333333333
"687",9013,"RSA604703","","","","Quercus douglasii","L. C. Wheeler","L. C. Wheeler","","6997","","9/29/1952","9/29/1952","Sep 29 1952","San Joaquin","","   Ladd Mine: San Joaquin 5.. .","Ladd Mine: San Joaquin 5.. .","yes",-121.4969,37.6069,"WGS84","GeoLocate (copied from RSA604702)","",1.331,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.12531289,NA,NA,NA,NA,"no",NA,NA,-131959.605745699,-44477.138086284,8.6,13.3,22,17,4.1,30.4,158,64,7,65,15.2,23.2,7.7,15.4,293,27,86,852.1,3773,27,344,48,348,299,2,-10.8,42.3,1214,967,17,61,1952,333.7,1042,154.983333333333,1375.5,461.5,33.0083333333333,8.8,198.2,0,34.2,2.60000000000001,2.27,0.99,1.66666666666667
"688",9019,"A344326","","","","Quercus douglasii","C. S. Sargent","C. S. Sargent","","","","1896-9-12","1896-9-12","1896-09-12","Monterey","","   San Miguelito Ranch, near Jolon","San Miguelito Ranch, near Jolon","yes",-121.2375,35.9443,"WGS84","Geolocate (copied from A366198)","",3,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.118053537,NA,NA,NA,NA,"no",NA,NA,-111505.438356228,-229577.027072369,8.5,12.8,21,15.8,0.7,33.1,289,119,3,105,14.5,22.2,7.9,14.4,515,22,47.6,1018.9,3523,28,290,115,303,188,3,-17.3,44.7,1493,1117,17.9,44,1896,392,914,131.866666666667,1306.1,557.6,44.425,12.1,203.1,0,29.1,1.10000000000001,1.51,0.75,1.15333333333333
